MESS_DATUM,WATER-LEVEL,DISCHARGE,  RS,RS1,RS2,RS3,RS7,RS14, RSF,FLOOD,PIVOT
1995-10-01,6.713310344827587,26.896551724137932,2.4,2.799173859586538,4.106974224034785,7.18878123500901,2.194930730501147,0.0,6.0,0,2100
1995-10-31,5.737518518518519,24.185185185185187,2.2,3.7160464245542952,4.33563628461626,0.0,1.522393560835428,1.5034782053109257,6.0,0,2130
1995-12-01,6.437555555555555,26.296296296296298,0.0,0.0949461022064773,0.0305374594848927,0.0,0.0,0.0,0.0,0,2161
1996-01-01,4.479925925925926,20.814814814814813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2192
1996-01-30,7.746961538461538,29.96153846153846,0.0,0.0,0.0,1.769317584227741,2.83898386636258,0.5937711435289136,0.0,0,2221
1996-03-01,4.089318181818182,19.545454545454547,0.2,0.0687056187013397,0.0,0.0840609848536944,0.0,0.0,6.0,0,2252
1996-03-31,3.74562962962963,18.333333333333332,4.6,1.1532406055863105,0.0,0.0,0.0,0.0,7.0,0,2282
1996-05-01,5.7903,23.833333333333332,3.5,8.496803242094309,10.1644831054049,10.70199242797124,0.9360013292431062,0.7417649020227407,6.0,0,2313
1996-05-31,4.501739130434783,19.91304347826087,6.5,1.5436226736736307,0.1496098824446599,0.1865467611988958,0.0,0.0,6.0,0,2343
1996-07-01,4.986033333333333,21.3,8.4,5.847757219699011,4.6905068598879,5.177829078457752,3.9483301876378,0.0574899143604023,6.0,0,2374
1996-08-01,7.117266666666667,26.733333333333334,0.0,0.0,0.0,0.0,0.0,2.978304508854878,0.0,0,2405
1996-08-31,5.284692307692307,22.076923076923077,3.7,0.6202736386699246,0.0,0.0,0.0,0.0196002244948994,6.0,0,2435
1996-10-01,8.032241379310346,29.655172413793103,26.4,8.96348332135171,0.9982434920946536,1.9591123207721843,1.203076601205994,0.0,6.0,0,2466
1996-10-31,12.498,41.96666666666667,29.7,27.51861872934242,2.198266825808547,0.8788472329181849,0.4879832780410171,0.9074573284155832,6.0,0,2496
1996-12-01,11.349827586206896,37.41379310344828,7.3,9.94126709586606,11.306749797737744,6.56056879804148,0.0,0.5656196729083048,6.0,0,2527
1997-01-01,4.509555555555555,19.88888888888889,0.0,0.0,3.5784318067147494,0.3759875998573572,0.0,0.0,0.0,0,2558
1997-01-29,18.146142857142856,55.964285714285715,0.0,0.0,0.4858913161441649,0.6049403929641457,4.4732225550644245,34.71920761606104,0.0,0,2586
1997-03-01,7.3297741935483876,29.3,0.0,0.0,2.0484417330707694,0.0,0.0,5.317182472612329,0.0,0,2617
1997-03-31,7.17751724137931,26.551724137931036,0.0,0.0,0.0,0.2704972104934176,0.0626067790055042,0.1598393438093863,0.0,0,2647
1997-05-01,11.292935483870968,38.225806451612904,0.0,0.0,0.0,0.4307961871543986,2.189743871378912,0.8181393417208875,0.0,0,2678
1997-05-31,10.416107142857143,34.964285714285715,0.0,0.0,0.0,0.0,13.063331137281494,8.927917948314635,0.0,0,2708
1997-07-01,7.378966666666667,27.6,6.1,7.089232457801624,0.9042583765821312,1.1801382566321537,0.5544527703659716,0.0,6.0,0,2739
1997-08-01,7.674851851851852,28.59259259259259,7.8,0.0,0.0,0.5806622441606695,0.0,0.0,6.0,0,2770
1997-08-31,6.691931034482758,25.689655172413794,0.0,7.8538132492517265,6.043621771767711,0.0,2.430901437397844,6.45970708117338,0.0,0,2800
1997-10-01,7.221137931034483,27.20689655172414,1.6,0.4898220027740833,0.0,0.0,19.48894084121639,10.361190532929095,6.0,0,2831
1997-10-31,4.958379310344828,21.482758620689655,0.0,0.0,0.0,0.0,0.0,0.3776412557661818,0.0,0,2861
1997-12-01,9.018466666666665,33.53333333333333,0.0,0.0,0.1999497365941757,0.1930226221250046,2.308314128503917,1.04134054975965,0.0,0,2892
1998-01-01,13.015354838709678,43.645161290322584,6.5,13.258202943386802,10.273384938757474,1.8812674290931248,0.1254663408760428,4.916301429453541,6.0,0,2923
1998-01-29,4.715357142857143,21.178571428571427,0.5,2.3006389408783057,4.99920213704125,0.0,0.0,0.0,8.0,0,2951
1998-03-01,16.373548387096772,47.61290322580645,10.2,7.364086653842874,15.693584864831433,13.474092672720856,6.902223042286051,3.641876274584212,8.0,0,2982
1998-03-31,12.140733333333333,41.666666666666664,0.0,0.3371891563160742,7.055595315882359,12.796237113740712,18.34275313299384,2.655189427385401,0.0,0,3012
1998-05-01,6.403142857142858,25.428571428571427,1.0,0.0,0.0,0.0,0.0,0.0,6.0,0,3043
1998-05-31,12.6032,42.4,21.2,15.563325580861427,22.35981241033885,0.0,21.202508660341508,1.8962801863248744,6.0,0,3073
1998-07-01,11.000451612903227,38.58064516129032,0.0,0.0,0.0,0.5106994702150116,0.4854598643066082,1.9752832647633796,0.0,0,3104
1998-08-01,9.208548387096773,33.45161290322581,0.4,0.0446639092747678,2.7199406638095285,3.23875310257228,0.0,0.0,6.0,0,3135
1998-08-31,24.047633333333334,66.06666666666666,0.0,0.3786526624146927,0.9093308688201138,4.180448194613937,13.931076500754587,0.0,0.0,0,3165
1998-10-01,27.947866666666666,77.23333333333333,4.5,3.0210194668799417,0.9919923728534294,2.009390178761677,1.2076177135170636,1.0434943680431317,6.0,0,3196
1998-10-31,24.511833333333335,69.76666666666667,43.5,0.0,4.873399392867502,5.459789195497348,4.055390456594188,5.9298220458435535,6.0,0,3226
1998-12-01,10.795064516129033,39.67741935483871,0.0,0.0,0.0,3.423628942283972,2.8966606383170124,2.1608540178801103,0.0,0,3257
1999-01-01,22.124193548387098,68.54838709677419,0.0,2.097149905027249,22.439104394364943,12.687123709377968,6.336791721719749,1.801454337741046,0.0,0,3288
1999-01-29,15.08274074074074,50.407407407407405,1.0,0.4914689599604694,0.2786989024470299,1.2661834593808492,4.387790470251732,5.64851964505252,7.0,0,3316
1999-03-01,23.880533333333332,65.66666666666667,46.8,34.85810770611838,13.140230623350662,2.0309202901541794,0.0,0.0,6.0,0,3347
1999-03-31,9.3498,34.5,0.0,0.0,0.0,10.010466232740198,11.826944647242348,15.268538048082409,0.0,0,3377
1999-05-01,6.278173913043478,25.565217391304348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3408
1999-05-31,7.870777777777778,30.0,0.0,0.0,0.0,20.5423531555398,13.348760696240562,3.142544833590643,0.0,0,3438
1999-07-01,5.697967741935484,25.193548387096776,0.1,0.0385898017442243,0.0,2.920299829253433,0.9239707240238216,0.0,6.0,0,3469
1999-08-01,8.163451612903225,34.68387096774194,0.0,0.0,0.0,0.2809763877274233,4.805371187923354,11.632920391929638,0.0,0,3500
1999-08-31,7.4512,31.913333333333334,0.1,0.0,0.0,0.0,0.0,0.0,6.0,0,3530
1999-10-01,6.3991612903225805,34.66129032258065,1.0,2.5667183791896457,5.553663936134912,2.5771168988801567,21.867182014727614,4.37643282509506,6.0,0,3561
1999-10-31,6.016566666666667,45.443333333333335,0.0,6.255613281034371,6.288889673772903,0.0,4.910182023699773,2.8350189264237384,0.0,0,3591
1999-12-01,23.735064516129032,143.71935483870968,4.9,0.0,1.735167631583609,2.7946315924409,5.304684719108196,1.179759411497206,6.0,0,3622
2000-01-01,14.788709677419355,95.23548387096774,2.3,1.111790287098035,2.4311221658365643,16.640895525492684,10.81846036986606,2.179486528446147,6.0,0,3653
2000-01-30,23.191862068965516,130.7103448275862,8.2,6.6973159021973006,1.3751009541323054,2.222316812477437,3.554813805219402,3.582579243368976,6.0,0,3682
2000-03-01,21.66458064516129,116.90645161290323,7.2,5.581961908699329,7.318088972802135,10.509286521481142,0.0,13.138958648047138,6.0,0,3713
2000-03-31,5.2077333333333335,33.04333333333333,0.1,0.1694852321318825,0.0,1.097275543371118,1.5179220582277877,0.0,6.0,0,3743
2000-05-01,5.956290322580645,27.10967741935484,0.0,0.0,0.7116307484653965,0.5161226398127724,0.6956816502319014,0.3018670593516304,0.0,0,3774
2000-05-31,6.8726666666666665,24.186666666666667,0.0,0.0,0.0,1.0690359265729938,0.0,0.5852783830861298,0.0,0,3804
2000-07-01,11.996032258064517,39.05806451612903,1.5,5.553458005648139,4.683016727471194,0.0,8.94558831303937,0.128403927088379,6.0,0,3835
2000-08-01,9.267709677419354,32.13870967741936,0.4,2.183665390746128,15.010774518859217,20.98552784953249,0.0,1.4179816802426028,6.0,0,3866
2000-08-31,8.273433333333333,30.90693333333333,0.0,13.295575934756226,22.869059929959104,0.9480207219583344,2.85495345993399,1.0841685247916644,0.0,0,3896
2000-10-01,9.51309677419355,34.60645161290322,22.7,24.03676797787217,0.0,0.0,5.236594204114361,2.9683016894448184,6.0,0,3927
2000-10-31,11.283866666666666,40.330000000000005,2.8,6.447052697854589,5.912452105231965,0.7799177397160921,6.485039750369492,3.732259870341751,6.0,0,3957
2000-12-01,10.79632258064516,38.47096774193548,6.8,3.968340365187333,1.765743144641533,1.2790911665253542,1.715316427475534,7.834415500875921,6.0,0,3988
2001-01-01,17.905161290322578,55.903225806451616,8.3,7.068546451545526,3.061071070548441,4.081760711851726,4.603694581744653,1.6526361351727874,6.0,0,4019
2001-01-29,14.61357142857143,47.021428571428565,0.0,0.0,0.0,1.3152046072452643,13.277885160283525,7.654297085503693,0.0,0,4047
2001-03-01,12.565,44.196774193548386,7.3,7.287770897738904,0.494526379508648,0.9084962385180428,1.9626854225324,1.097429981951092,7.0,0,4078
2001-03-31,12.689233333333334,44.81466666666667,0.5,0.0,0.8708187901955098,1.213602295448954,3.3017226516807203,2.359234858825218,6.0,0,4108
2001-05-01,6.189709677419355,26.822580645161292,0.0,0.0,0.2948516647816945,0.0,0.0,0.449444387972891,0.0,0,4139
2001-05-31,6.3943,27.43,1.7,4.474292034675293,24.169566219595215,21.25706540789765,5.907138866398336,1.4034564188035548,6.0,0,4169
2001-07-01,5.859774193548387,26.067741935483873,0.0,0.0,0.0,0.0,24.97034843301676,24.1040672525674,0.0,0,4200
2001-08-01,5.04158064516129,24.029032258064515,0.0,0.0,1.1861386922006276,3.6351731804089007,6.688580991124233,12.82860098857436,0.0,0,4231
2001-08-31,19.0408,60.9,3.7,0.0,0.5217394408200611,23.228786270332165,26.951702833269287,20.024099907036774,6.0,0,4261
2001-10-01,8.90416129032258,34.84193548387096,16.1,13.263537993567052,7.72113915855088,2.5408753881839283,0.0,0.58089256835743,6.0,0,4292
2001-10-31,12.219,44.269999999999996,4.1,2.5166283341698765,0.0,0.0,0.0,14.639386075804024,6.0,0,4322
2001-12-01,17.42232258064516,56.99032258064516,6.9,3.2701571463404098,0.7596854335571335,2.896701629771385,0.191481495243285,0.0,6.0,0,4353
2002-01-01,20.711612903225806,62.83548387096774,0.0,0.0,0.0,0.0,0.0,0.8134360888273547,7.0,0,4384
2002-01-29,34.13682142857143,94.71428571428571,0.0,0.0,5.067881754471676,0.6457353857707098,19.97618256557047,20.259374472916715,0.0,0,4412
2002-03-01,13.848483870967742,48.20967741935484,1.2,1.548821677488141,0.04063058429589,0.2111163393376985,0.0560345170603186,0.005122861728636,6.0,0,4443
2002-03-31,5.0617,25.37,0.7,0.8356694349080818,0.0,0.0,0.0,0.67368947331977,6.0,0,4473
2002-05-01,5.297516129032258,26.206451612903226,0.9,0.2688015093965821,3.409063283880899,24.86141231877812,0.0,0.0,6.0,0,4504
2002-05-31,4.8857333333333335,24.9841,0.0,0.0,0.0,3.788071237958341,4.379390502268252,3.050400386909442,0.0,0,4534
2002-07-01,5.983870967741935,28.30258064516129,19.7,14.99237554299369,11.318381365270431,11.738532893289626,0.8612530875135626,0.096461215102218,6.0,0,4565
2002-08-01,6.594161290322581,30.041935483870965,5.1,4.028645946393509,3.895890678074581,0.5000128126919396,4.29042995600067,2.5001343411571924,6.0,0,4596
2002-08-31,4.2244,23.746666666666666,0.0,0.0,0.0,0.5159476997442866,0.9803786199403686,0.0,0.0,1,4626
2002-10-01,10.055741935483871,40.07096774193548,0.0,0.0,8.617209910301746,11.411210777401944,0.0,0.0,0.0,0,4657
2002-10-31,20.11143333333333,65.26,0.0,0.0,11.322964970461811,1.3152711486673017,5.850222558575698,3.632332821887117,0.0,0,4687
2002-12-01,11.846322580645161,42.36129032258064,5.5,4.418636835913766,0.3131765135370962,0.0,0.0,0.6676219301217854,6.0,0,4718
2003-01-01,22.50796774193548,69.69032258064516,17.3,18.73507927083481,11.7194643093945,3.427129467367177,0.0,3.2021538653670136,6.0,0,4749
2003-01-29,7.118071428571429,32.535714285714285,6.3,4.413726112860202,0.2511946065942356,0.7220532913994852,0.5361017435384042,0.1684349456155413,8.0,0,4777
2003-03-01,5.420354838709677,27.916129032258063,6.1,4.606046862519346,0.4669107257496572,0.0547447331324371,0.4248162790841428,0.8003121682294507,6.0,0,4808
2003-03-31,4.580233333333334,25.976666666666667,0.0,0.0,14.261610073766086,10.476197370662469,0.0,0.0,0.0,0,4838
2003-05-01,4.797096774193549,27.093548387096774,1.0,10.074760629674742,0.7099363431006811,0.0,0.2756030427914609,1.291531035273645,6.0,0,4869
2003-05-31,4.856766666666667,24.726666666666667,0.0,0.0,30.968279735037072,13.04382791486885,0.0,0.7731212142221037,0.0,0,4899
2003-07-01,6.780258064516128,28.203225806451613,1.9,0.0,6.424608434319491,3.1942167005886644,2.583190894368976,0.3701562071089133,6.0,0,4930
2003-08-01,4.296741935483872,21.325806451612905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4961
2003-08-31,5.337766666666667,24.31,1.2,1.449941415447087,0.0,0.0,0.0,13.503710949806848,6.0,0,4991
2003-10-01,5.66774193548387,25.358064516129033,11.8,23.15486002761975,1.304380907860354,19.28193220163877,20.93882938361164,11.328127139023142,6.0,0,5022
2003-10-31,5.3947,24.276666666666664,11.9,6.496644894363501,7.170241198228581,9.228758659566363,1.895640304695824,0.8811161216372511,6.0,0,5052
2003-12-01,16.09335483870968,51.564516129032256,0.0,0.0,0.0,0.0,0.0,0.8900952779482775,0.0,0,5083
2004-01-01,23.296806451612905,68.11290322580645,0.0,0.0,0.0,0.0,5.004754956804079,6.3616948830127935,0.0,0,5114
2004-01-30,13.859620689655172,47.241379310344826,0.0,1.892766031159384,4.455173206762675,12.009983944592916,7.853963826291353,3.597667236886688,6.0,0,5143
2004-03-01,5.296290322580645,24.07741935483871,0.2,0.1200128177197053,0.0,0.0,0.0,0.0,6.0,0,5174
2004-03-31,5.868833333333333,25.723333333333336,0.0,0.0,1.5843656655907778,2.090769633523865,11.028869694914064,0.0,0.0,0,5204
2004-05-01,5.811709677419355,25.56451612903226,0.6,0.2452872470659768,0.2767953000081933,0.6696792699651618,0.0,0.0,6.0,0,5235
2004-05-31,5.2668,24.116666666666667,9.1,3.585962017574739,0.0967189647668299,0.5381229200938685,0.4166624865701975,0.0,6.0,0,5265
2004-07-01,7.739612903225806,30.403225806451612,0.3,6.385881094812427,5.151171880868714,4.155170400958263,2.9931039419039145,2.1339419063915326,6.0,0,5296
2004-08-01,12.665290322580645,44.12580645161291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,5327
2004-08-31,11.840666666666667,42.21666666666667,8.0,1.3841763983429862,0.0,0.0,0.0,0.7671231410382653,6.0,0,5357
2004-10-01,5.916645161290322,25.793548387096774,0.0,0.0,0.0,0.0,0.0,10.483666289272277,0.0,0,5388
2004-10-31,19.438733333333335,55.93333333333333,0.0,0.0,0.0,0.0619511434182589,0.9625634730776084,0.0,0.0,0,5418
2004-12-01,8.221129032258066,32.461290322580645,2.3,1.5163463214301394,0.0,0.0,0.0,0.0,6.0,0,5449
2005-01-01,19.25303225806452,58.04838709677419,6.5,0.7368078324858489,0.2544443373152942,0.0,1.734053427919567,0.0,6.0,0,5480
2005-01-29,16.96817857142857,51.80357142857143,0.0,1.924916307888005,11.088665139325286,9.479145597662752,0.4563621948730635,0.0,7.0,0,5508
2005-03-01,8.174870967741935,32.28387096774193,0.0,0.328263800271102,0.0,0.0394444148090679,0.1781949811406629,0.0,7.0,0,5539
2005-03-31,6.925533333333333,28.726666666666667,0.0,0.0,0.0,0.0,4.418041375824771,2.2161630765507243,0.0,0,5569
2005-05-01,8.82974193548387,33.2,0.0,0.0929865914393499,10.525623911867235,5.876187790238951,7.947789274592392,10.693075622643704,0.0,0,5600
2005-05-31,5.214733333333333,23.8,1.4,1.0189536056863635,0.3894465425480274,0.6407532516915452,0.6145078134594185,0.0,6.0,0,5630
2005-07-01,6.671677419354839,27.91290322580645,12.5,15.794985439664233,0.3488746905518579,0.7238856514598306,23.83074156251516,3.784877697413978,6.0,0,5661
2005-08-01,7.847032258064517,31.177419354838708,0.0,0.0,4.191952878205523,4.389761042085674,5.358721721578866,4.005956156357179,0.0,0,5692
2005-08-31,7.589266666666666,30.293333333333333,0.0,0.0,0.0,0.0,0.0,1.1530247734975263,0.0,0,5722
2005-10-01,7.54516129032258,30.529032258064515,2.6,0.9070900491520116,0.2,0.1083112329356469,0.0,0.0,6.0,0,5753
2005-10-31,7.936933333333333,31.44333333333333,1.8,1.1455621198505623,2.9085228830114684,6.660129880033379,6.671103606380579,0.0,6.0,0,5783
2005-12-01,15.706999999999999,51.87096774193548,0.0,0.7388423975127533,1.9348083105580007,6.900173691746346,1.715078859966917,14.5568085266996,0.0,0,5814
2006-01-01,7.25641935483871,29.44516129032258,0.6,0.3429040976422645,0.0,0.0,0.0,0.0,6.0,0,5845
2006-01-29,8.742892857142857,33.903571428571425,0.0,0.0,0.0,0.0,0.7719224084567758,1.535891345773068,0.0,0,5873
2006-03-01,14.988548387096774,48.97096774193548,3.1,0.0,0.0,0.8425349950603891,16.626031471448265,29.72491361629246,7.0,0,5904
2006-03-31,13.259966666666665,44.843333333333334,6.4,5.475642594377816,6.630522949394766,7.547611957279013,6.053439233955349,0.9096975343358716,6.0,0,5934
2006-05-01,16.597709677419356,50.82258064516129,5.7,4.016675251754488,0.0,0.0,0.0,0.6769933880533925,6.0,0,5965
2006-05-31,6.716866666666666,28.176666666666666,1.7,4.262367984438501,2.0478053330682373,2.138758983700105,2.314004008008938,0.0,6.0,0,5995
2006-07-01,5.904709677419355,25.796774193548387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,6026
2006-08-01,8.753322580645161,33.774193548387096,12.3,16.740051909191795,4.609271714261688,0.0,1.6544999792015649,6.580431251922805,6.0,0,6057
